Rows,CueType1,CueType2,nReps1,Player1Var,Player2Var,nReps2,CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,randomlyPresent.thisRepN,randomlyPresent.thisTrialN,randomlyPresent.thisN,randomlyPresent.thisIndex,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,GenerousGiver.thisRepN,GenerousGiver.thisTrialN,GenerousGiver.thisN,GenerousGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,sendInst2.started,sendInst2.stopped,Player2Name.started,Player2Name.stopped,Player2Pic.started,Player2Pic.stopped,text_2.started,text_2.stopped,enter2.keys,enter2.rt,enter2.started,enter2.stopped,typedWord,dollar2.started,dollar2.stopped,Feedback2.started,Feedback2.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,text.started,text.stopped,dollarSign.started,dollarSign.stopped,Feedback.started,Feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
021:030,REACT,REGULATE,1,Player 1,Player 2,0,0,2,2,2,0,7,7,7,0,0,0,0,,,,,,,,,,,388.1231925000902,None,,,,,,,,,,,,,,,5,,,,,381.876089700032,None,381.876089700032,None,381.876089700032,None,return,6.22294420003891,381.876089700032,None,381.876089700032,None,381.876089700032,None,390.1396344001405,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
021:030,REACT,REGULATE,1,Player 1,Player 2,0,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,395.1290224001277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
021:030,REACT,REGULATE,1,Player 1,Player 2,0,0,2,2,2,0,8,8,2,0,0,0,0,,,,,,,,,,,415.5625934000127,None,,,,,,,,,,,,,,,5,,,,,397.13804980018176,None,397.13804980018176,None,397.13804980018176,None,return,18.400928899878636,397.13804980018176,None,397.13804980018176,None,397.13804980018176,None,417.5788626000285,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
021:030,REACT,REGULATE,1,Player 1,Player 2,0,0,2,2,2,0,8,8,2,,,,,,,,,,,,,,,422.56849460001104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
021:030,REACT,REGULATE,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,0,Player 1,Player 2,1,0,3,3,3,0,0,0,3,,,,,0,0,0,0,,,,,,,436.66325650014915,None,426.57162440009415,None,435.5850527000148,None,435.5850527000148,None,435.5850527000148,None,435.5850527000148,None,return,1.0582320000976324,435.5850527000148,None,5,435.5850527000148,None,438.6803755001165,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,0,Player 1,Player 2,1,0,3,3,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,0,Player 1,Player 2,1,0,3,3,3,0,1,1,4,,,,,0,0,0,0,,,,,,,447.4892152999528,None,,,445.67549010016955,None,445.67549010016955,None,445.67549010016955,None,445.67549010016955,None,return,1.7835230000782758,445.67549010016955,None,5,445.67549010016955,None,449.5064288000576,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,0,Player 1,Player 2,1,0,3,3,3,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,0,Player 1,Player 2,1,0,3,3,3,0,2,2,6,,,,,0,0,0,0,,,,,,,458.0312586000655,None,,,456.500820199959,None,456.500820199959,None,456.500820199959,None,456.500820199959,None,return,1.5018678000196815,456.500820199959,None,5,456.500820199959,None,460.0481416999828,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,0,Player 1,Player 2,1,0,3,3,3,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,1,Player 1,Player 2,0,0,3,3,3,0,3,3,1,0,0,0,0,,,,,,,,,,,466.4215534001123,None,,,,,,,,,,,,,,,5,,,,,465.0446176000405,None,465.0446176000405,None,465.0446176000405,None,return,1.3587350000161678,465.0446176000405,None,465.0446176000405,None,465.0446176000405,None,468.43756200000644,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,1,Player 1,Player 2,0,0,3,3,3,0,3,3,1,,,,,,,,,,,,,,,473.4269934000913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,1,Player 1,Player 2,0,0,3,3,3,0,4,4,0,0,0,0,0,,,,,,,,,,,476.8299444001168,None,,,,,,,,,,,,,,,5,,,,,475.4372710001189,None,475.4372710001189,None,475.4372710001189,None,return,1.3654962999280542,475.4372710001189,None,475.4372710001189,None,475.4372710001189,None,478.831600200152,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,1,Player 1,Player 2,0,0,3,3,3,0,4,4,0,,,,,,,,,,,,,,,483.8360982001759,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,1,Player 1,Player 2,0,0,3,3,3,0,5,5,8,0,0,0,0,,,,,,,,,,,487.689388200175,None,,,,,,,,,,,,,,,5,,,,,485.8452143999748,None,485.8452143999748,None,485.8452143999748,None,return,1.8214793000370264,485.8452143999748,None,485.8452143999748,None,485.8452143999748,None,489.7060939001385,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,1,Player 1,Player 2,0,0,3,3,3,0,5,5,8,,,,,,,,,,,,,,,494.69499980006367,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,1,Player 1,Player 2,0,0,3,3,3,0,6,6,2,0,0,0,0,,,,,,,,,,,498.09917589998804,None,,,,,,,,,,,,,,,4,,,,,496.7048717001453,None,496.7048717001453,None,496.7048717001453,None,return,1.361755499849096,496.7048717001453,None,496.7048717001453,None,496.7048717001453,None,500.1156923000235,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,1,Player 1,Player 2,0,0,3,3,3,0,6,6,2,,,,,,,,,,,,,,,505.12031950009987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,1,Player 1,Player 2,0,0,3,3,3,0,7,7,5,0,0,0,0,,,,,,,,,,,508.82348310016096,None,,,,,,,,,,,,,,,4,,,,,507.1151159000583,None,507.1151159000583,None,507.1151159000583,None,return,1.6880522000137717,507.1151159000583,None,507.1151159000583,None,507.1151159000583,None,510.84057670016773,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,1,Player 1,Player 2,0,0,3,3,3,0,7,7,5,,,,,,,,,,,,,,,515.8287541000172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,0,Player 1,Player 2,1,0,3,3,3,0,8,8,7,,,,,0,0,0,0,,,,,,,521.1670383000746,None,,,519.8360647000372,None,519.8360647000372,None,519.8360647000372,None,519.8360647000372,None,return,1.3025207999162376,519.8360647000372,None,4,519.8360647000372,None,523.1835551999975,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,0,Player 1,Player 2,1,0,3,3,3,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
031:040,REGULATE,REACT,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,1,Player 1,Player 2,0,0,4,4,4,0,0,0,4,0,0,0,0,,,,,,,,,,,538.614694399992,None,530.1743831001222,None,,,,,,,,,,,,,4,,,,,537.1956808001269,None,537.1956808001269,None,537.1956808001269,None,return,1.3989870001096278,537.1956808001269,None,537.1956808001269,None,537.1956808001269,None,540.6163855001796,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,1,Player 1,Player 2,0,0,4,4,4,0,0,0,4,,,,,,,,,,,,,,,545.620264200028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,0,Player 1,Player 2,1,0,4,4,4,0,1,1,2,,,,,0,0,0,0,,,,,,,551.6921496000141,None,,,549.6284044999629,None,549.6284044999629,None,549.6284044999629,None,549.6284044999629,None,return,2.038193899905309,549.6284044999629,None,5,549.6284044999629,None,553.7091412001755,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,0,Player 1,Player 2,1,0,4,4,4,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,1,Player 1,Player 2,0,0,4,4,4,0,2,2,6,0,0,0,0,,,,,,,,,,,562.3676204001531,None,,,,,,,,,,,,,,,4,,,,,558.7055176000576,None,558.7055176000576,None,558.7055176000576,None,return,3.6331623001024127,558.7055176000576,None,558.7055176000576,None,558.7055176000576,None,564.3846615999937,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,1,Player 1,Player 2,0,0,4,4,4,0,2,2,6,,,,,,,,,,,,,,,569.3736019001808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,0,Player 1,Player 2,1,0,4,4,4,0,3,3,0,,,,,0,0,0,0,,,,,,,575.0281277999748,None,,,573.3811308001168,None,573.3811308001168,None,573.3811308001168,None,573.3811308001168,None,return,1.6296197997871786,573.3811308001168,None,3,573.3811308001168,None,577.0446687000804,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,0,Player 1,Player 2,1,0,4,4,4,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,0,Player 1,Player 2,1,0,4,4,4,0,4,4,3,,,,,0,0,0,0,,,,,,,585.4366743001156,None,,,584.039818600053,None,584.039818600053,None,584.039818600053,None,584.039818600053,None,return,1.3713849000632763,584.039818600053,None,4,584.039818600053,None,587.4540709999856,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,0,Player 1,Player 2,1,0,4,4,4,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,0,Player 1,Player 2,1,0,4,4,4,0,5,5,5,,,,,0,0,0,0,,,,,,,596.5628211000003,None,,,594.4483668000903,None,594.4483668000903,None,594.4483668000903,None,594.4483668000903,None,return,2.0982890999875963,594.4483668000903,None,4,594.4483668000903,None,598.5798102000263,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,0,Player 1,Player 2,1,0,4,4,4,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,0,Player 1,Player 2,1,0,4,4,4,0,6,6,8,,,,,0,0,0,0,,,,,,,606.7044899000321,None,,,605.5744637001771,None,605.5744637001771,None,605.5744637001771,None,605.5744637001771,None,return,1.1004789001308382,605.5744637001771,None,4,605.5744637001771,None,608.7212726001162,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,0,Player 1,Player 2,1,0,4,4,4,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,1,Player 1,Player 2,0,0,4,4,4,0,7,7,7,0,0,0,0,,,,,,,,,,,614.7279744001571,None,,,,,,,,,,,,,,,4,,,,,613.7175040000584,None,613.7175040000584,None,613.7175040000584,None,return,0.9891321000177413,613.7175040000584,None,613.7175040000584,None,613.7175040000584,None,616.7441601001192,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,1,Player 1,Player 2,0,0,4,4,4,0,7,7,7,,,,,,,,,,,,,,,621.7337959001306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,1,Player 1,Player 2,0,0,4,4,4,0,8,8,1,0,0,0,0,,,,,,,,,,,625.5201350999996,None,,,,,,,,,,,,,,,5,,,,,623.7422452999745,None,623.7422452999745,None,623.7422452999745,None,return,1.7483495001215488,623.7422452999745,None,623.7422452999745,None,623.7422452999745,None,627.5360359000042,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,1,Player 1,Player 2,0,0,4,4,4,0,8,8,1,,,,,,,,,,,,,,,632.5260630000848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
041:050,REGULATE,REACT,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,1,Player 1,Player 2,0,0,5,5,5,0,0,0,4,0,0,0,0,,,,,,,,,,,644.7359762999695,None,636.5291337000672,None,,,,,,,,,,,,,4,,,,,643.5504685000051,None,643.5504685000051,None,643.5504685000051,None,return,1.156124599976465,643.5504685000051,None,643.5504685000051,None,643.5504685000051,None,646.7529269000515,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,1,Player 1,Player 2,0,0,5,5,5,0,0,0,4,,,,,,,,,,,,,,,651.7417550000828,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,1,Player 1,Player 2,0,0,5,5,5,0,1,1,1,0,0,0,0,,,,,,,,,,,656.0456522000022,None,,,,,,,,,,,,,,,4,,,,,653.7512050000951,None,653.7512050000951,None,653.7512050000951,None,return,2.2675037998706102,653.7512050000951,None,653.7512050000951,None,653.7512050000951,None,658.0472268001176,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,1,Player 1,Player 2,0,0,5,5,5,0,1,1,1,,,,,,,,,,,,,,,663.0512202000245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,0,Player 1,Player 2,1,0,5,5,5,0,2,2,3,,,,,0,0,0,0,,,,,,,668.78951589996,None,,,667.0593942000996,None,667.0593942000996,None,667.0593942000996,None,667.0593942000996,None,return,1.7117461001034826,667.0593942000996,None,4,667.0593942000996,None,670.8068773001432,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,0,Player 1,Player 2,1,0,5,5,5,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,0,Player 1,Player 2,1,0,5,5,5,0,3,3,2,,,,,0,0,0,0,,,,,,,679.8150295000523,None,,,677.8005835001823,None,677.8005835001823,None,677.8005835001823,None,677.8005835001823,None,return,1.994502300163731,677.8005835001823,None,5,677.8005835001823,None,681.8315596000757,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,0,Player 1,Player 2,1,0,5,5,5,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,0,Player 1,Player 2,1,0,5,5,5,0,4,4,5,,,,,0,0,0,0,,,,,,,691.3580202001613,None,,,688.8269691001624,None,688.8269691001624,None,688.8269691001624,None,688.8269691001624,None,return,2.5036516000982374,688.8269691001624,None,4,688.8269691001624,None,693.3762759000529,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,0,Player 1,Player 2,1,0,5,5,5,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,0,Player 1,Player 2,1,0,5,5,5,0,5,5,7,,,,,0,0,0,0,,,,,,,716.8794813000131,None,,,700.3697326001711,None,700.3697326001711,None,700.3697326001711,None,700.3697326001711,None,return,16.480948699871078,700.3697326001711,None,5,700.3697326001711,None,718.8969223999884,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,0,Player 1,Player 2,1,0,5,5,5,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,1,Player 1,Player 2,0,0,5,5,5,0,6,6,6,0,0,0,0,,,,,,,,,,,731.7750015000347,None,,,,,,,,,,,,,,,4,,,,,723.8932156001683,None,723.8932156001683,None,723.8932156001683,None,return,7.853481400059536,723.8932156001683,None,723.8932156001683,None,723.8932156001683,None,733.7921794999857,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,1,Player 1,Player 2,0,0,5,5,5,0,6,6,6,,,,,,,,,,,,,,,738.7808113000356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,1,Player 1,Player 2,0,0,5,5,5,0,7,7,0,0,0,0,0,,,,,,,,,,,744.185174500104,None,,,,,,,,,,,,,,,4,,,,,740.7905419999734,None,740.7905419999734,None,740.7905419999734,None,return,3.3722675000317395,740.7905419999734,None,740.7905419999734,None,740.7905419999734,None,746.2019007999916,None,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,1,Player 1,Player 2,0,0,5,5,5,0,7,7,0,,,,,,,,,,,,,,,751.1912187000271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,0,Player 1,Player 2,1,0,5,5,5,0,8,8,8,,,,,0,0,0,0,,,,,,,757.4298952000681,None,,,755.1986990000587,None,755.1986990000587,None,755.1986990000587,None,755.1986990000587,None,return,2.2126130000688136,755.1986990000587,None,4,755.1986990000587,None,759.4469643000048,None,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,0,Player 1,Player 2,1,0,5,5,5,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
051:060,REACT,REGULATE,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_0912,TrustGame,3.2.4,60.13424372781901,
