CueType1,rows,CueType2,Picture,LeftText,NeutralText,EmoType,RightText,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,Iti.started,Iti.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,text_2.started,text_2.stopped,text_4.started,text_4.stopped,rating_2.response,rating_2.rt,rating_2.started,rating_2.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
REACT,0021:0039,REGULATE,bored.jpg,None,Neutral,Negative,Negative,,,,,,,,,0,2,2,1,0,5,5,1,,,,,,,699.8827486999799,None,,,,,689.5633447000291,None,697.5647553999443,None,697.5647553999443,None,697.5647553999443,None,4,2.297,0.01045618997886777,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,massage.jpg,None,Neutral,Neutral,Negative,,,,,,,,,0,2,2,1,0,6,6,10,,,,,,,713.2940003999975,None,,,,,701.8921213999856,None,709.8910952000879,None,709.8910952000879,None,709.8910952000879,None,2,3.381,0.010726589942350984,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,gun.jpg,None,Neutral,Negative,Negative,,,,,,,,,0,2,2,1,0,7,7,5,,,,,,,726.1549142999575,None,,,,,715.302943599876,None,723.3027194999158,None,723.3027194999158,None,723.3027194999158,None,2,2.831,0.009897890035063028,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,hangover.jpg,None,Neutral,Negative,Negative,,,,,,,,,0,2,2,1,0,8,8,12,,,,,,,757.1468279000837,None,,,,,728.1638277000748,None,736.1632528000046,741.1503222999163,736.1632528000046,741.1669574000407,736.1632528000046,741.1669574000407,4,20.962,0.010590990073978901,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,angry2.jpg,None,Neutral,Negative,Negative,,,,,,,,,0,2,2,1,0,9,9,0,,,,,,,773.2442594000604,None,,,,,759.1521651998628,None,767.1554169000592,772.1429212999064,767.1554169000592,772.1594094000757,767.1554169000592,772.1594094000757,None,None,0.009956090012565255,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,shooting.jpg,None,Neutral,Negative,Negative,,,,,,,,,0,2,2,1,0,10,10,15,,,,,,,788.2394157999661,None,,,,,775.2535953000188,None,783.2356010999065,788.2059476000722,783.2356010999065,None,783.2356010999065,None,None,None,0.015482790302485228,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,frustratedpose7.jpg,None,Neutral,Negative,Negative,,,,,,,,,0,2,2,1,0,11,11,8,,,,,,,801.0835694000125,None,,,,,790.2435934999958,None,798.2311475998722,None,798.2311475998722,None,798.2311475998722,None,2,2.836,0.015731289982795715,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,miserable.jpg,None,Neutral,Negative,Negative,,,,,,,,,0,2,2,1,0,12,12,11,,,,,,,813.6769741000608,None,,,,,803.0927933999337,None,811.0918985998724,None,811.0918985998724,None,811.0918985998724,None,2,2.564,0.010207190178334713,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,dancing.jpg,None,Neutral,Neutral,Negative,,,,,,,,,0,2,2,1,0,13,13,6,,,,,,,827.2553179999813,None,,,,,815.6819326998666,None,823.6855673999526,None,823.6855673999526,None,823.6855673999526,None,2,3.548,0.010342590045183897,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,scared.jpg,None,Neutral,Negative,Negative,,,,,,,,,0,2,2,1,0,14,14,14,,,,,,,839.4654695999343,None,,,,,829.2634071998764,None,837.2641366000753,None,837.2641366000753,None,837.2641366000753,None,2,2.18,0.00993819022551179,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,camping.jpg,None,Neutral,Neutral,Negative,,,,,,,,,0,2,2,1,0,15,15,3,,,,,,,851.8588147999253,None,,,,,841.4719871000852,None,849.4744820999913,None,849.4744820999913,None,849.4744820999913,None,1,2.365,0.01090079010464251,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,neutralface2.jpg,None,Neutral,Neutral,Negative,,,,,,,,,0,2,2,1,0,16,16,17,,,,,,,864.4534207000397,None,,,,,853.8670173999853,None,861.8670882999431,None,861.8670882999431,None,861.8670882999431,None,2,2.565,0.010990190086886287,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,doctor.jpg,None,Neutral,Negative,Negative,,,,,,,,,0,2,2,1,0,17,17,7,,,,,,,878.0144092999399,None,,,,,866.4606278999709,None,874.4620155000594,None,874.4620155000594,None,874.4620155000594,None,3,3.532,0.01001609000377357,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0021:0039,REGULATE,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,toast.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,0,0,0,,,,,,,898.864725299878,None,880.0168284000829,883.0178731998894,883.0012984999921,None,885.0166068999097,None,893.0301222000271,898.030426299898,893.0301222000271,898.030426299898,893.0301222000271,898.030426299898,2,5.811,0.005212289979681373,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,cheerleader2.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,1,1,4,,,,,,,928.2389060000423,None,,,,,900.871565700043,None,908.8730935000349,913.8602972000372,908.8730935000349,913.8767115999945,908.8730935000349,913.8767115999945,None,None,0.010968090035021305,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,baby4.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,2,2,12,,,,,,,943.2348376999144,None,,,,,930.244788599899,None,938.2307128999382,943.2012569999788,938.2307128999382,None,938.2307128999382,None,None,None,0.015738090267404914,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,cold.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,3,3,2,0,3,3,3,,,,,,,958.2302087000571,None,,,,,945.2397851999849,None,953.2433915000875,958.2139902000781,953.2433915000875,None,953.2433915000875,None,None,None,0.015760689973831177,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,eating2.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,4,4,5,,,,,,,970.4403504999354,None,,,,,960.2378215999343,None,968.2387765999883,None,968.2387765999883,None,968.2387765999883,None,3,2.187,0.01537798997014761,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,couple3.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,5,5,8,,,,,,,982.4511210999917,None,,,,,972.4475904998835,None,980.449316999875,None,980.449316999875,None,980.449316999875,None,5,1.981,0.011379790026694536,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,exercise.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,6,6,10,,,,,,,995.661462899996,None,,,,,984.45886350004,None,992.459331399994,None,992.459331399994,None,992.459331399994,None,4,3.181,0.010256289970129728,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,Parade1.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,7,7,11,,,,,,,1007.3212667999323,None,,,,,997.6713113000151,None,1005.6719177998602,None,1005.6719177998602,None,1005.6719177998602,None,5,1.629,0.010232089785858989,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,rockclimb.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,3,3,2,0,8,8,17,,,,,,,1021.099359799875,None,,,,,1009.3312568999827,None,1017.3461339999922,None,1017.3461339999922,None,1017.3461339999922,None,5,3.732,0.010481090052053332,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,baby1.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,9,9,2,,,,,,,1033.3931175000034,None,,,,,1023.1050197998993,None,1031.1075198000763,None,1031.1075198000763,None,1031.1075198000763,None,5,2.265,0.010953290155157447,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,mother4.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,10,10,6,,,,,,,1046.17007620004,None,,,,,1035.4016376000363,None,1043.4012219000142,None,1043.4012219000142,None,1043.4012219000142,None,5,2.748,0.010479189921170473,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,dancing1.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,11,11,1,,,,,,,1058.8142309999093,None,,,,,1048.1769167000894,None,1056.1785518999677,None,1056.1785518999677,None,1056.1785518999677,None,5,2.615,0.010787390172481537,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,mother3.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,12,12,13,,,,,,,1070.7403881999198,None,,,,,1060.8226993000135,None,1068.822652099887,None,1068.822652099887,None,1068.822652099887,None,4,1.898,0.011323489947244525,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,gazing4.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,3,3,2,0,13,13,16,,,,,,,1108.2381076000165,None,,,,,1072.7477553999051,None,1080.7490540998988,1085.736419199966,1080.7490540998988,1085.753356500063,1080.7490540998988,1085.753356500063,None,None,0.01073228963650763,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,gazing2.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,3,3,2,0,14,14,14,,,,,,,1121.41554680001,None,,,,,1110.241705500055,None,1118.2300279999617,None,1118.2300279999617,None,1118.2300279999617,None,5,3.169,0.01574979000724852,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,picnic.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,3,3,2,0,15,15,15,,,,,,,1134.8268691999838,None,,,,,1123.425116499886,None,1131.4410268000793,None,1131.4410268000793,None,1131.4410268000793,None,5,3.365,0.010265589924529195,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,doctor3.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,3,3,2,0,16,16,7,,,,,,,1150.1396447999869,None,,,,,1136.8326121000573,None,1144.8353800999466,1149.8229697998613,1144.8353800999466,1149.8395308000036,1144.8353800999466,1149.8395308000036,5,5.283,0.00990608986467123,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,excited2.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,3,3,2,0,17,17,9,,,,,,,1164.2849965998903,None,,,,,1152.1510479999706,None,1160.165205999976,None,1160.165205999976,None,1160.165205999976,None,5,4.098,0.010264589916914701,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REACT,0039:0057,REGULATE,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,dessert.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,0,0,6,,,,,,,1180.5650291000493,None,1166.2863326999359,1169.288965600077,1169.272694800049,None,1171.2881334000267,None,1179.2973193998914,None,1179.2973193998914,None,1179.2973193998914,None,5,1.247,0.01088879001326859,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,couple2.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,1,1,11,,,,,,,1193.2087407000363,None,,,,,1182.5735492999665,None,1190.5739927999675,None,1190.5739927999675,None,1190.5739927999675,None,4,2.615,0.010667890077456832,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,mother.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,2,2,12,,,,,,,1205.4855047999881,None,,,,,1195.2181983999908,None,1203.2341891999822,None,1203.2341891999822,None,1203.2341891999822,None,5,2.232,0.010231290012598038,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,rugby.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,4,4,0,0,3,3,16,,,,,,,1218.3136986999307,None,,,,,1207.4947981000878,None,1215.5106232999824,None,1215.5106232999824,None,1215.5106232999824,None,5,2.782,0.011233790079131722,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,excited1.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,4,4,7,,,,,,,1230.005739599932,None,,,,,1220.320551800076,None,1228.321317099966,None,1228.321317099966,None,1228.321317099966,None,4,1.663,0.010160889709368348,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,baby.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,4,4,0,0,5,5,0,,,,,,,1242.9834034000523,None,,,,,1232.011663199868,None,1240.0146703000646,None,1240.0146703000646,None,1240.0146703000646,None,5,2.948,0.010161489713937044,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,excited4.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,6,6,3,,,,,,,1255.6774953000713,None,,,,,1244.9910029000603,None,1252.9930884998757,None,1252.9930884998757,None,1252.9930884998757,None,4,2.664,0.010006289929151535,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,picnic2.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,7,7,13,,,,,,,1266.986589099979,None,,,,,1257.6884121000767,None,1265.702540300088,None,1265.702540300088,None,1265.702540300088,None,4,1.264,0.01008858997374773,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,collab.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,4,4,0,0,8,8,15,,,,,,,1308.2374583999626,None,,,,,1268.9923435000237,None,1276.9953447999433,1281.9825752999168,1276.9953447999433,1281.9990860999096,1276.9953447999433,1281.9990860999096,None,None,0.01032688980922103,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,dancing2.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,9,9,14,,,,,,,1320.447612500051,None,,,,,1310.244315299904,None,1318.2293437998742,None,1318.2293437998742,None,1318.2293437998742,None,4,2.202,0.015441589755937457,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,school4.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,4,4,0,0,10,10,17,,,,,,,1338.2291099999566,None,,,,,1322.4583266999107,None,1330.4728902999777,1335.4601892000064,1330.4728902999777,1335.4766295000445,1330.4728902999777,1335.4766295000445,None,None,0.010109689785167575,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,siblings.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,11,11,2,,,,,,,1352.6574194999412,None,,,,,1340.2380444998853,None,1348.237302799942,None,1348.237302799942,None,1348.237302799942,None,5,4.404,0.015222789952531457,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,face.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,4,4,0,0,12,12,9,,,,,,,1367.0197153000627,None,,,,,1354.666031199973,None,1362.6660885000601,None,1362.6660885000601,None,1362.6660885000601,None,4,4.332,0.010838889982551336,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,school5.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,13,13,1,,,,,,,1383.233579599997,None,,,,,1369.0295190000907,None,1377.044904399896,1382.0322042999323,1377.044904399896,1382.048735999968,1377.044904399896,1382.048735999968,None,None,0.01032068976201117,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,band2.jpg,Neutral,Neutral,Neutral,Positive,,,,,,,,,0,4,4,0,0,14,14,10,,,,,,,1396.0271067998838,None,,,,,1385.240340899909,None,1393.2415765000042,None,1393.2415765000042,None,1393.2415765000042,None,4,2.77,0.01571258995682001,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,happy2.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,15,15,8,,,,,,,1412.6743630000856,None,,,,,1398.0360097000375,None,1406.0354271000251,1411.023376399884,1406.0354271000251,1411.039485400077,1406.0354271000251,1411.039485400077,5,6.617,0.010369990020990372,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,wedding.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,16,16,4,,,,,,,1428.2369965000544,None,,,,,1414.6833407999948,None,1422.6994946999475,1427.686715299962,1422.6994946999475,1427.7041110999417,1422.6994946999475,1427.7041110999417,None,None,0.010986689943820238,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,children.jpg,Neutral,Neutral,Positive,Positive,,,,,,,,,0,4,4,0,0,17,17,5,,,,,,,1441.9653477999382,None,,,,,1430.2436937999446,None,1438.2455355999991,None,1438.2455355999991,None,1438.2455355999991,None,5,3.703,0.015530389733612537,None,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
REGULATE,003:0021,REACT,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Feb_06_0915,EmotRegPavlovia,3.2.4,59.83484384632835,
